parameter,value,is_nominal,scenario,n_runs,alarm_dropped_rate_mean,alarm_dropped_rate_ci_lower,alarm_dropped_rate_ci_upper,legitimate_alarm_dropped_rate_mean,legitimate_alarm_dropped_rate_ci_lower,legitimate_alarm_dropped_rate_ci_upper,legitimate_alarm_n,abnormal_alarm_dropped_rate_mean,alarm_avg_latency_mean,alarm_avg_latency_ci_lower,alarm_avg_latency_ci_upper,background_wait_mean_mean,background_wait_mean_ci_lower,background_wait_mean_ci_upper,activation_churn_mean,activation_churn_ci_lower,activation_churn_ci_upper,stable,expected_drop_floor
alarm_window_duration,10.0,1,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_window_duration,15.0,0,alarm_malfunction_surge,20,0.481625,0.4773931592750281,0.48585684072497193,0.0,nan,nan,20.0,0.5069736842105264,0.07710686359926658,0.057103668012733075,0.09711005918580008,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_window_duration,20.0,0,alarm_malfunction_surge,20,0.46050000000000013,0.4561618055317875,0.4648381944682128,0.0,nan,nan,20.0,0.48473684210526324,0.09692038429045018,0.07142266269612443,0.12241810588477592,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_window_duration,30.0,0,alarm_malfunction_surge,20,0.40512499999999996,0.40064182581559704,0.4096081741844029,0.0,nan,nan,20.0,0.42644736842105263,0.1454036886352455,0.11127911800130275,0.17952825926918825,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_window_duration,2.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,5.0,nan,nan,1,
alarm_window_duration,5.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_window_duration,7.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_window_duration,10.0,1,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_window_duration,15.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_window_duration,20.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_window_duration,30.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_abnormal_threshold,1.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,2.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,3.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,5.0,1,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,8.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,12.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,20.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_abnormal_threshold,1.0,0,alarm_malfunction_surge,20,0.5276249999999999,0.5233558661464188,0.531894133853581,0.0025,-0.0027325601360207725,0.007732560136020772,20.0,0.5552631578947369,0.0426854743323324,0.03580114541784951,0.049569803246815286,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_abnormal_threshold,2.0,0,alarm_malfunction_surge,20,0.5209999999999999,0.5167660315456337,0.5252339684543661,0.02,0.008238220204051922,0.031761779795948075,20.0,0.5473684210526315,0.05003944054312447,0.03712296884835656,0.06295591223789238,0.0,nan,nan,9.0,nan,nan,0,0.25
alarm_abnormal_threshold,3.0,0,alarm_malfunction_surge,20,0.5173749999999999,0.5138245826814194,0.5209254173185804,0.0,nan,nan,20.0,0.5446052631578947,0.05142046116975067,0.03816726711713351,0.06467365522236783,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_abnormal_threshold,5.0,1,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_abnormal_threshold,8.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_abnormal_threshold,12.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_abnormal_threshold,20.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_abnormal_threshold,1.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,4.3,3.426402432719244,5.173597567280756,1,
alarm_abnormal_threshold,2.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_abnormal_threshold,3.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_abnormal_threshold,5.0,1,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_abnormal_threshold,8.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_abnormal_threshold,12.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_abnormal_threshold,20.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_deactivation_threshold,0.5,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_deactivation_threshold,1.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_deactivation_threshold,2.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_deactivation_threshold,3.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_deactivation_threshold,4.0,1,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_deactivation_threshold,5.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.31818181818181823
alarm_deactivation_threshold,0.5,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_deactivation_threshold,1.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_deactivation_threshold,2.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_deactivation_threshold,3.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_deactivation_threshold,4.0,1,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_deactivation_threshold,5.0,0,alarm_malfunction_surge,20,0.5165,0.5130332665328508,0.5199667334671492,0.0,nan,nan,20.0,0.5436842105263159,0.051324026296377646,0.03808939415527778,0.06455865843747752,0.0,nan,nan,9.0,nan,nan,1,0.25
alarm_deactivation_threshold,0.5,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_deactivation_threshold,1.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_deactivation_threshold,2.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_deactivation_threshold,3.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_deactivation_threshold,4.0,1,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_deactivation_threshold,5.0,0,legit_extreme_emergency,20,0.0,nan,nan,0.0,nan,nan,30.0,0.0,0.14582684451509273,0.12365454172825588,0.16799914730192958,0.06994096244976758,0.059974209947449925,0.07990771495208523,0.0,nan,nan,1,
alarm_limit_budget,3.0,0,alarm_flood_attack,20,0.8515909090909091,0.850549873832365,0.8526319443494531,0.03250000000000001,0.021048612156015632,0.043951387843984384,20.0,0.9335000000000001,0.031350713348569745,0.026526819274320792,0.0361746074228187,0.0,nan,nan,2.0,nan,nan,0,0.8636363636363636
alarm_limit_budget,5.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.7727272727272727
alarm_limit_budget,8.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.6363636363636364
alarm_limit_budget,10.0,0,alarm_flood_attack,20,0.8454545454545453,0.8454545454545453,0.8454545454545453,0.0,nan,nan,20.0,0.93,0.03066176959605424,0.025966164877357385,0.0353573743147511,0.0,nan,nan,2.0,nan,nan,1,0.5454545454545454
