scenario_key,scenario_name,scheduler,alarm_avg_latency_mean,alarm_avg_latency_std,alarm_avg_latency_ci_lower,alarm_avg_latency_ci_upper,alarm_p95_latency_mean,alarm_p95_latency_std,alarm_p95_latency_ci_lower,alarm_p95_latency_ci_upper,band_0_fairness_mean,band_0_fairness_std,band_0_fairness_ci_lower,band_0_fairness_ci_upper,band_1_fairness_mean,band_1_fairness_std,band_1_fairness_ci_lower,band_1_fairness_ci_upper,band_2_fairness_mean,band_2_fairness_std,band_2_fairness_ci_lower,band_2_fairness_ci_upper,band_3_fairness_mean,band_3_fairness_std,band_3_fairness_ci_lower,band_3_fairness_ci_upper,device_latency_fairness_mean,device_latency_fairness_std,device_latency_fairness_ci_lower,device_latency_fairness_ci_upper,device_throughput_fairness_mean,device_throughput_fairness_std,device_throughput_fairness_ci_lower,device_throughput_fairness_ci_upper,min_device_rate_mean,min_device_rate_std,min_device_rate_ci_lower,min_device_rate_ci_upper,avg_device_rate_mean,avg_device_rate_std,avg_device_rate_ci_lower,avg_device_rate_ci_upper,high_avg_latency_mean,high_avg_latency_std,high_avg_latency_ci_lower,high_avg_latency_ci_upper,high_p95_latency_mean,high_p95_latency_std,high_p95_latency_ci_lower,high_p95_latency_ci_upper,avg_waiting_time_mean,avg_waiting_time_std,avg_waiting_time_ci_lower,avg_waiting_time_ci_upper,p95_waiting_time_mean,p95_waiting_time_std,p95_waiting_time_ci_lower,p95_waiting_time_ci_upper,alarm_dropped_mean,alarm_dropped_std,alarm_dropped_rate_mean,alarm_dropped_rate_std,protection_enabled_mean,protection_enabled_std,alarm_source_fairness_mean,alarm_source_fairness_std,alarm_source_count_mean,alarm_source_count_std,alarm_source_latency_cv_mean,alarm_source_latency_cv_std,alarm_protection_activations_mean,alarm_protection_activations_std,alarm_protection_deactivations_mean,alarm_protection_deactivations_std
alarm_under_burst,Alarm Under Burst,TRIAGE/4,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,1.0,0.0,1.0,1.0,0.8819483222285465,0.11121079365955054,0.7438618835298152,1.0200347609272777,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.735497568987531,0.14950017633686472,0.5498685823049319,0.9211265556701302,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13126449002909632,0.10912369779303999,-0.0042304768713889995,0.26675945692958164,0.31144126657812354,0.16977782641562,0.10063425182456018,0.5222482813316869,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3109607140867445,0.16961764835995435,0.10035258665820349,0.5215688415152856,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alarm_under_burst,Alarm Under Burst,Strict,0.9731620551101521,1.097923626351398,-0.3900901845077003,2.336414294728004,0.9731620551101521,1.097923626351398,-0.3900901845077003,2.336414294728004,1.0,0.0,1.0,1.0,0.8825674497165554,0.10859925810968636,0.7477236606901196,1.0174112387429912,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6307819023135883,0.15823967843023443,0.4343013905194255,0.8272624141077511,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.11967867901526597,0.0977913350126605,-0.0017453010062378344,0.24110265903676975,0.2907563905953854,0.14937931219379666,0.10527747656790754,0.47623530462286323,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.29498691290903334,0.15471200866555676,0.10288658165922276,0.4870872441588439,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,FIFO,0.24480746356024116,0.1696433620222136,0.03416740840301083,0.45544751871747147,0.24480746356024116,0.1696433620222136,0.03416740840301083,0.45544751871747147,1.0,0.0,1.0,1.0,0.8823992347036332,0.10805098141028623,0.7482362211158966,1.0165622482913699,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8416454628754766,0.07198370102545737,0.7522658928547028,0.9310250328962504,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.12878311140963983,0.10771407637453491,-0.004961579324390786,0.26252780214367044,0.30579177290088233,0.16173272864512728,0.10497406641096915,0.5066094793907955,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3054899613262795,0.16178815725093745,0.10460343113206116,0.5063764915204978,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,WFQ,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,1.0,0.0,1.0,1.0,0.9779084815771917,0.02182755060614979,0.9508059978205647,1.0050109653338186,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8088637296344509,0.12207716701304792,0.657284906351641,0.9604425529172607,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13126449002909632,0.10912369779303999,-0.0042304768713889995,0.26675945692958164,0.31577614900769185,0.17273712580096007,0.10129467874744519,0.5302576192679385,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3144157287283099,0.172491043667187,0.10023980979417044,0.5285916476624494,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,DRR,0.14302430793728876,0.05848723164450834,0.07040281804969882,0.2156457978248787,0.14302430793728876,0.05848723164450834,0.07040281804969882,0.2156457978248787,1.0,0.0,1.0,1.0,0.8820790728631579,0.1082155760710709,0.7477116880108284,1.0164464577154875,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8695817473757392,0.09320312016338733,0.7538547885486019,0.9853087062028766,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13005540085492676,0.10926350128506068,-0.005613155008423798,0.2657239567182773,0.3106413086579906,0.16854928258157187,0.10135973255338002,0.5199228847626012,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3103300230083648,0.1686215167227793,0.1009587563711758,0.5197012896455538,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,TBP,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,1.0,0.0,1.0,1.0,0.8819483222285465,0.11121079365955054,0.7438618835298152,1.0200347609272777,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.735497568987531,0.14950017633686472,0.5498685823049319,0.9211265556701302,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13126449002909632,0.10912369779303999,-0.0042304768713889995,0.26675945692958164,0.31144126657812354,0.16977782641562,0.10063425182456018,0.5222482813316869,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3109607140867445,0.16961764835995435,0.10035258665820349,0.5215688415152856,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,T4-NoSemantic,0.9731620551101521,1.097923626351398,-0.3900901845077003,2.336414294728004,0.9731620551101521,1.097923626351398,-0.3900901845077003,2.336414294728004,1.0,0.0,1.0,1.0,0.8825674497165554,0.10859925810968636,0.7477236606901196,1.0174112387429912,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6307819023135883,0.15823967843023443,0.4343013905194255,0.8272624141077511,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.11967867901526597,0.0977913350126605,-0.0017453010062378344,0.24110265903676975,0.2907563905953854,0.14937931219379666,0.10527747656790754,0.47623530462286323,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.29498691290903334,0.15471200866555676,0.10288658165922276,0.4870872441588439,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,T4-FIFOInBand,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,1.0,0.0,1.0,1.0,0.8819483222285465,0.11121079365955054,0.7438618835298152,1.0200347609272777,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.735497568987531,0.14950017633686472,0.5498685823049319,0.9211265556701302,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13126449002909632,0.10912369779303999,-0.0042304768713889995,0.26675945692958164,0.31144126657812354,0.16977782641562,0.10063425182456018,0.5222482813316869,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3109607140867445,0.16961764835995435,0.10035258665820349,0.5215688415152856,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,T4-NoTokens,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,1.0,0.0,1.0,1.0,0.8819483222285465,0.11121079365955054,0.7438618835298152,1.0200347609272777,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.735497568987531,0.14950017633686472,0.5498685823049319,0.9211265556701302,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13126449002909632,0.10912369779303999,-0.0042304768713889995,0.26675945692958164,0.31144126657812354,0.16977782641562,0.10063425182456018,0.5222482813316869,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3109607140867445,0.16961764835995435,0.10035258665820349,0.5215688415152856,,,,,,,,,,,,,,,,
alarm_under_burst,Alarm Under Burst,T4-NoAAP,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,0.046297174003721776,0.054354387819849734,-0.02119271249659082,0.11378706050403437,1.0,0.0,1.0,1.0,0.8819483222285465,0.11121079365955054,0.7438618835298152,1.0200347609272777,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.735497568987531,0.14950017633686472,0.5498685823049319,0.9211265556701302,0.683223992502343,0.0,0.683223992502343,0.683223992502343,0.19874617524937105,0.006660216405238964,0.19047642431873973,0.20701592618000236,5.366146731733019,0.17982584294145204,5.142863456605973,5.589430006860065,0.13126449002909632,0.10912369779303999,-0.0042304768713889995,0.26675945692958164,0.31144126657812354,0.16977782641562,0.10063425182456018,0.5222482813316869,0.13021551081890653,0.10842021430663958,-0.004405965963184516,0.2648369876009976,0.3109607140867445,0.16961764835995435,0.10035258665820349,0.5215688415152856,,,,,,,,,,,,,,,,
