manuscript_id,scenario,scheduler,zone,alarm_rtt_mean_ms,alarm_rtt_ci95_ms,routine_rtt_mean_ms,routine_rtt_ci95_ms,n
R3,r3_legit_extreme_emergency,fifo,2,4800.545300255556,444.8124504499102,6237.389761325333,161.55676533295315,1680
R3,r3_legit_extreme_emergency,fifo,3,4356.142743055555,471.7592188893098,6293.538734824668,160.27265049614866,1680
R3,r3_legit_extreme_emergency,fifo,4,4229.615501344445,637.6396045584338,6337.733531719333,159.63541708296958,1590
R3,r3_legit_extreme_emergency,fifo,5,4931.002683666667,631.9308206852138,6356.132198629333,160.002819739694,1590
R3,r3_legit_extreme_emergency,strict,0,109.20771636111111,11.862747897772254,97.64623041533333,2.7835012867685336,1680
R3,r3_legit_extreme_emergency,strict,1,480.9284052888889,20.353114843066272,133.26349336066664,5.734082920254604,1680
R3,r3_legit_extreme_emergency,strict,2,992.2034751277779,19.10732900937782,281.020088398,16.39637882910481,1680
R3,r3_legit_extreme_emergency,strict,3,2393.0890779777774,60.319347160693425,953.956800864,45.877559808755265,1680
R3,r3_legit_extreme_emergency,strict,4,13029.814967211114,1164.7956109150864,13207.931984134666,256.66840734416564,1590
R3,r3_legit_extreme_emergency,strict,5,26671.245939144446,1331.9580074036971,22741.278662638,341.83239557263965,1590
R3,r3_legit_extreme_emergency,wfq,0,1591.2598957333332,301.7518987647488,3055.3269843320004,142.6526265412727,1680
R3,r3_legit_extreme_emergency,wfq,1,2238.277044344444,397.1821441390297,4201.271633409334,155.38270315243793,1680
R3,r3_legit_extreme_emergency,wfq,2,3592.7508978777773,417.1030688957754,5765.401686408,149.14777523263191,1680
R3,r3_legit_extreme_emergency,wfq,3,4612.434640072222,461.49465112574194,7069.6045275626675,149.72333992506665,1680
R3,r3_legit_extreme_emergency,wfq,4,5665.284103388889,763.2505298464179,8338.408851945333,152.6902793311846,1590
R3,r3_legit_extreme_emergency,wfq,5,7511.807833244443,703.7538137235769,9692.327416138,146.42987847498392,1590
R3,r3_legit_extreme_emergency,drr,0,1449.7766669333334,71.62258420812095,6528.410385640667,160.8763253008961,1680
R3,r3_legit_extreme_emergency,drr,1,903.2654378777779,69.97601379548506,6598.987110103333,162.32498928800956,1680
R3,r3_legit_extreme_emergency,drr,2,1657.1798583833333,60.364697470531816,6569.703295226001,161.44636275400853,1680
R3,r3_legit_extreme_emergency,drr,3,1204.81944315,87.77644729972543,6622.155609595334,161.23641337272576,1680
R3,r3_legit_extreme_emergency,drr,4,1107.5444564333334,104.8174389146781,6599.914174727333,160.53722782802248,1590
R3,r3_legit_extreme_emergency,drr,5,1848.1137805777776,70.27667966450943,6673.229233272,159.8698682766896,1590
R3,r3_legit_extreme_emergency,tbp,0,360.15217227222223,17.707109097101824,139.01600374999998,4.510307649122346,1680
R3,r3_legit_extreme_emergency,tbp,1,168.87871474444444,11.500571930565407,112.97241651133334,4.193371620944254,1680
R3,r3_legit_extreme_emergency,tbp,2,1557.5557285666666,41.24360202862846,645.056373108,27.920303383634735,1680
R3,r3_legit_extreme_emergency,tbp,3,1269.4374846444446,49.19603472987594,665.164150332,29.16658913821528,1680
R3,r3_legit_extreme_emergency,tbp,4,15802.950003611113,1396.3441215937985,19530.634254084,185.25908942733588,1590
R3,r3_legit_extreme_emergency,tbp,5,16095.22373308889,1367.016196936824,19607.572107116,183.92757809486946,1590
R3,r3_legit_extreme_emergency,triage4,0,569.7607256222223,51.006383333814604,223.094720756,17.19993610749157,1680
R3,r3_legit_extreme_emergency,triage4,1,574.5814551055555,54.70995939880003,276.24465221733334,20.092735099267642,1680
R3,r3_legit_extreme_emergency,triage4,2,472.4786204833334,46.53479316952286,970.4137046699999,45.491069291081196,1680
R3,r3_legit_extreme_emergency,triage4,3,552.9443461388889,61.22955461753938,1018.9006795946667,45.8699856613079,1680
R3,r3_legit_extreme_emergency,triage4,4,284.08397207777773,40.19131215131874,20071.74788112,208.13458150868888,1590
R3,r3_legit_extreme_emergency,triage4,5,292.5942018666667,36.90706976197089,20139.144545987998,207.09502304511082,1590
R3,r3_legit_extreme_emergency,t4-nosourcelimit,0,595.275607838889,49.741750068558275,218.18917213333336,16.99128242118014,1680
R3,r3_legit_extreme_emergency,t4-nosourcelimit,1,555.4583959777779,55.680262960506035,281.2508355626666,20.37024933077436,1680
R3,r3_legit_extreme_emergency,t4-nosourcelimit,2,467.7638354833333,48.04738509390568,971.1533457833333,45.252439062854734,1680
R3,r3_legit_extreme_emergency,t4-nosourcelimit,3,532.9161552666667,60.689815064954836,1027.5633713726668,45.8348892578149,1680
R3,r3_legit_extreme_emergency,t4-nosourcelimit,4,288.96483159999997,35.843945365022826,20070.72735477333,208.6515542243818,1590
R3,r3_legit_extreme_emergency,t4-nosourcelimit,5,274.1958075,34.886044585800754,20149.871674945334,206.6655382996798,1590
