alarm_ratio,triage4_alarm_latency,triage4_band_0_fairness,triage4_band_1_fairness,triage4_band_2_fairness,triage4_band_3_fairness,strict_alarm_latency,strict_band_0_fairness,strict_band_1_fairness,strict_band_2_fairness,strict_band_3_fairness,fifo_alarm_latency,fifo_band_0_fairness,fifo_band_1_fairness,fifo_band_2_fairness,fifo_band_3_fairness,wfq_alarm_latency,wfq_band_0_fairness,wfq_band_1_fairness,wfq_band_2_fairness,wfq_band_3_fairness,drr_alarm_latency,drr_band_0_fairness,drr_band_1_fairness,drr_band_2_fairness,drr_band_3_fairness,tbp_alarm_latency,tbp_band_0_fairness,tbp_band_1_fairness,tbp_band_2_fairness,tbp_band_3_fairness
0.01,0.025781849496791267,0.7440595625552144,0.9382867158722954,0.9205971736818739,0.9357207581389778,0.10626659110324176,0.8546926972287338,0.9397870108314446,0.980896265281318,0.8285126632611636,0.07800919353834601,0.9385006713753812,0.9880001278394837,0.98059946370573,0.9907324818474448,0.04455494283445876,0.8673468699306421,0.8115889301127949,0.6946227069379098,0.7034305895091968,0.07800919353834601,0.9385006713753812,0.9880001278394837,0.98059946370573,0.9907324818474448,1.9207536720700402,0.9935266676479729,0.9521012892516422,0.9692350816225058,0.9987250599239845
0.02,0.055798431788595435,0.6339725314053738,0.9525216086556187,0.928107819547773,0.9540214976391856,0.12364569439195179,0.8210004505241858,0.9323572559093442,0.8533733662366738,0.7477424738414241,0.07560548877743102,0.8864697323234811,0.9330716570700948,0.9367330011217677,0.9059390554407518,0.06319466144040159,0.9091233441965826,0.8025711901648196,0.7317794992677289,0.7359568748008593,0.07560548877743102,0.8864697323234811,0.9330716570700948,0.9367330011217677,0.9059390554407518,2.7267722267753283,0.9997351509266055,0.9494198599924655,0.9794599260111072,0.9993800866486175
0.05,0.06600885601784826,0.74674921932826,0.95557859312819,0.9851613951722222,0.931439289680778,0.38158157788999164,0.8125310768081809,0.9427638412967266,0.931305904795994,0.7150416976416408,0.1441704454311887,0.841452249900719,0.9865491708863768,0.9938038864841581,0.9827350926023286,0.07376073081990514,0.6820561692326839,0.7960242252991675,0.679921879825023,0.6808038732716143,0.1441704454311887,0.841452249900719,0.9865491708863768,0.9938038864841581,0.9827350926023286,4.909433779146627,0.998076020354078,0.8424773993098054,0.9108561554143513,0.9995402758016287
0.1,0.1649444406642286,0.7812423009435788,0.9406825480462346,0.946025890915165,0.9395819557231629,0.5356001497297318,0.7221200268381811,0.9123473867349424,0.948726226203974,0.7165742223794688,0.22353806109579757,0.7885797579403565,0.976690562446069,0.9861632082837553,0.9750007859417363,0.20140628286847181,0.7642938342709448,0.7314250824666835,0.7686545313827651,0.7271865230852996,0.22353806109579757,0.7885797579403565,0.976690562446069,0.9861632082837553,0.9750007859417363,7.526017776393386,0.9960671381857851,0.8868917983305742,0.935186193631518,0.9998136688002578
0.2,0.3743670683118439,0.8696103017409987,0.9970535349567248,0.9587809819696128,0.9778082045437088,0.9600635085882396,0.7447060223086398,0.9774570028881212,0.9534625931557728,0.6075392226022521,0.45703820204176127,0.7465019997410197,0.991779682238162,0.9959312070205686,0.9945975104123261,0.39946461052202836,0.718765976267897,0.8754209823590192,0.7998396439671587,0.8151031855198044,0.45703820204176127,0.7465019997410197,0.991779682238162,0.9959312070205686,0.9945975104123261,14.603462942880203,0.9946010003991055,0.84606349604418,0.9397831502997981,0.9998895475727091
0.35,0.6899612177527137,0.8516568679715921,0.9788878011099632,0.9769026953939308,0.9841561317117187,1.415882409489111,0.7581007254971588,0.9399447764024297,0.9178233705405653,0.5381737248404361,0.7942105272179638,0.7694046216937257,0.9836483264500139,0.9869005054981276,0.9869555452691657,0.7245267024271898,0.772622910145965,0.8878894827429938,0.8695238868044631,0.8792349439379659,0.7942105272179638,0.7694046216937257,0.9836483264500139,0.9869005054981276,0.9869555452691657,24.243487500976087,0.9942110420863236,0.867635396150553,0.9620286301252337,0.9994658313280192
0.5,0.953819167875254,0.799923910766233,0.9912925292785055,0.9974943342066633,0.9981656794924398,1.6192364194694089,0.7531339921432145,0.9503473303142402,0.9030879769124927,0.5345354967098662,1.0701969623876084,0.7674282209262281,0.9981102186824409,0.9985670229609019,0.9981825906909549,1.0043570948745681,0.7598781478409258,0.9285553211009414,0.9524839494674916,0.944091470155939,1.0701969623876084,0.7674282209262281,0.9981102186824409,0.9985670229609019,0.9981825906909549,34.79253479659887,0.9942888696355099,0.6904916642511528,0.9109738941283791,0.9989587688045851
