alarm_ratio,triage4_alarm_latency,triage4_band_0_fairness,triage4_band_1_fairness,triage4_band_2_fairness,triage4_band_3_fairness,strict_alarm_latency,strict_band_0_fairness,strict_band_1_fairness,strict_band_2_fairness,strict_band_3_fairness
0.01,0.025781849496791267,0.7440595625552144,0.9382867158722954,0.9205971736818739,0.9357207581389778,0.10626659110324176,0.8546926972287338,0.9397870108314446,0.980896265281318,0.8285126632611636
0.02,0.055798431788595435,0.6339725314053738,0.9525216086556187,0.928107819547773,0.9540214976391856,0.12364569439195179,0.8210004505241858,0.9323572559093442,0.8533733662366738,0.7477424738414241
0.05,0.06600885601784826,0.74674921932826,0.95557859312819,0.9851613951722222,0.931439289680778,0.38158157788999164,0.8125310768081809,0.9427638412967266,0.931305904795994,0.7150416976416408
0.1,0.1649444406642286,0.7812423009435788,0.9406825480462346,0.946025890915165,0.9395819557231629,0.5356001497297318,0.7221200268381811,0.9123473867349424,0.948726226203974,0.7165742223794688
0.2,0.3743670683118439,0.8696103017409987,0.9970535349567248,0.9587809819696128,0.9778082045437088,0.9600635085882396,0.7447060223086398,0.9774570028881212,0.9534625931557728,0.6075392226022521
0.35,0.6899612177527137,0.8516568679715921,0.9788878011099632,0.9769026953939308,0.9841561317117187,1.415882409489111,0.7581007254971588,0.9399447764024297,0.9178233705405653,0.5381737248404361
0.5,0.953819167875254,0.799923910766233,0.9912925292785055,0.9974943342066633,0.9981656794924398,1.6192364194694089,0.7531339921432145,0.9503473303142402,0.9030879769124927,0.5345354967098662
