device_count,triage4_alarm_p95,triage4_band_0_fairness,triage4_band_1_fairness,triage4_band_2_fairness,triage4_band_3_fairness,triage4_runtime,strict_alarm_p95,strict_band_0_fairness,strict_band_1_fairness,strict_band_2_fairness,strict_band_3_fairness,strict_runtime
10,0.13013372284848873,0.9543917369414242,0.7200580613339723,0.9544730420495291,0.9951221847191717,0.0045108795166015625,0.9794488021254961,0.8853220401473221,0.7180634264677781,0.9556984189337593,0.9792237431497164,0.001753091812133789
20,0.18109426427469477,0.9590914356688962,0.7161905381215788,0.9757178544326517,0.9828040003254146,0.003276824951171875,1.0983946720220672,0.9623496098385251,0.7152950031876009,0.9752779813956162,0.9777748980888104,0.0014591217041015625
50,0.06388252971640632,0.7249344283912547,0.7928809933114884,0.9703853728556324,0.924617068292415,0.004255056381225586,5.518389818460513,0.9938220629873776,0.7623130848856453,0.9684237844501768,0.9858549600972499,0.0017468929290771484
100,0.09439837596043987,0.841090113166583,0.7399620557380443,0.9662162253374185,0.934003831820387,0.003704071044921875,4.1711696857592955,0.98182428231395,0.7589740741132845,0.9650071518871439,0.9897224574388644,0.0018453598022460938
200,0.10070264898233519,0.8274607842759021,0.7562469028582497,0.9530807039134503,0.9091506663156765,0.003925800323486328,9.315859180561127,0.9946216603368051,0.7139914388639196,0.9640870640039313,0.9878785398225309,0.0023276805877685547
500,0.06422258381993276,0.7452206827406346,0.7517489365043398,0.9369975547314209,0.9073979194909187,0.004168033599853516,21.966766857700453,0.9788901547341463,0.7370852612064498,0.9652055399660394,0.9870552477725761,0.0025320053100585938
